year,annual_return,max_drawdown,sharpe,excess_return,win_rate,candidates_avg,strong_avg,n_trades,l1_dominant
2019,0.03690255805593701,-0.012690643858603412,0.670403419294782,-0.3124887539682133,0.13618677042801555,23.75,5.625,81,熊市
2020,0.21029866267639963,-0.13044632679143575,1.1985481379809837,-0.06180793741118795,0.4099616858237548,25.375,7.675,127,偏弱
2021,0.016948574331685062,-0.13367593241539877,-0.02330292541924832,0.06893494469034134,0.3,22.903225806451612,6.161290322580645,160,熊市
2022,-0.026544144099373113,-0.044874754114414106,-0.8248931688374299,0.18978344897912547,0.09652509652509653,25.6,7.2,71,熊市
2023,-0.016707323788312856,-0.04991285905583731,-1.2730642226559192,0.09707512568909193,0.09266409266409266,27.727272727272727,7.818181818181818,104,熊市
2024,0.015639014014968478,-0.07788994729171173,-0.05169064631941752,-0.13119422653983626,0.210727969348659,29.52,9.44,103,熊市
2025,0.012706527334013007,-0.041855731264637264,-0.12256895478366117,-0.1639249136312324,0.28076923076923077,25.896551724137932,7.586206896551724,120,熊市
2026,0.07742161531985414,-0.03914908043421539,0.5916633741681377,0.025160255629147255,0.3854166666666667,19.5625,5.6875,46,偏弱
